id,first_name,last_name,sum_amount,avg_amount
1178,Shorah,Moradi,63022000,31511000.0000
1109,Pariyan,Khani,62470000,31235000.0000
196,Aida,Gilani,62280000,31140000.0000
459,Taras,Pasha,61367000,20455666.6667
711,Fatemeh,Ghorbani,60830000,30415000.0000
264,Navid,Ghanbari,58120000,29060000.0000
381,Kamran,Taheri,57720000,28860000.0000
365,Saman,Khani,56366000,28183000.0000
882,Mahmoud,Khani,55088000,27544000.0000
202,Mehdi,Sharifi,52416000,17472000.0000
1490,Hossein,Danesh,51148000,17049333.3333
119,Ghazal,Ghasemi,45950000,22975000.0000
319,Pouriya,Gilani,45216000,22608000.0000
123,Farhad,Ahmadi,44232000,22116000.0000
55,Hamid,Taheri,44009000,22004500.0000
587,Ghazal,Sharifi,43222000,21611000.0000
163,Mehdi,Sadeghi,34522000,17261000.0000
1205,Ahmad,Anzali,34000000,17000000.0000
1339,Hamidreza,Salehi,27086000,13543000.0000
471,Saeed,Ahmadi,19430000,9715000.0000
437,Maryam,Rostami,17053000,8526500.0000
314,Alireza,Nouri,14544000,7272000.0000
18,Hoda,Javadi,10429000,5214500.0000
