id,first_name,last_name,city,order_count
781,Saman,Sadeghi,Rasht,0
782,Shorah,Shirazi,"Bandar Anzali",1
783,Pariyan,Mirzai,Rasht,0
784,Atousa,Rashti,Rasht,0
785,Pouriya,Tehrani,Nowshahr,1
786,Zahra,Salehi,Rasht,1
787,Sara,Nouri,"Bandar Anzali",1
790,Babak,Ghanbari,"Bandar Anzali",0
794,Daryoush,Zarei,"Bandar Anzali",0
798,Nima,Ramsari,Rasht,1
799,Kaveh,Pasha,Rasht,1
8,Sina,Salehi,Rasht,1
80,Pouriya,Farhadi,Rasht,0
801,Shorah,Mousavi,Nowshahr,1
802,Hamid,Rezaei,Nowshahr,0
803,Alireza,Rahimi,Rasht,1
804,Hossein,Kazemi,Nowshahr,0
805,Sara,Ghorbani,Rasht,0
806,Aida,Ramsari,"Bandar Anzali",1
810,Roxana,Vafaei,Nowshahr,1
811,Aida,Mousavi,Nowshahr,0
814,Sina,Vafaei,Rasht,0
815,Behnam,Ebrahimi,Rasht,0
816,Mahmoud,Abbasi,Rasht,1
817,Yasaman,Habibi,Rasht,1
818,Monir,Moradi,Rasht,0
821,Shorah,Gholami,Rasht,0
825,Sina,Afshar,"Bandar Anzali",1
827,Reza,Kiani,Rasht,1
83,Saman,Zand,Rasht,0
831,Mina,Mousavi,"Bandar Anzali",0
834,Monir,Shirazi,Rasht,1
835,Somayeh,Hosseini,"Bandar Anzali",0
836,Mina,Abedi,Rasht,1
838,Keyvan,Ramsari,Rasht,1
839,Mehdi,Pirouz,"Bandar Anzali",0
84,Alireza,Danesh,Rasht,0
840,Saeed,Anzali,"Bandar Anzali",0
842,Mahmoud,Moradi,Nowshahr,0
843,Mahsa,Khani,"Bandar Anzali",0
844,Taras,Khani,Rasht,1
845,Yasaman,Taheri,"Bandar Anzali",1
849,Sara,Fathi,"Bandar Anzali",1
850,Sahar,Eshghi,"Bandar Anzali",0
852,Aida,Ahmadi,Nowshahr,0
853,Roxana,Zand,Rasht,1
854,Navid,Hashemi,"Bandar Anzali",1
855,Pouriya,Vafaei,Nowshahr,0
857,Babak,Nasseri,Nowshahr,1
858,Kobra,Abbasi,Rasht,1
859,Aida,Tavasoli,Nowshahr,0
86,Saeed,Afshar,Nowshahr,1
861,Yasaman,Moghadam,Rasht,0
862,Ramin,Tavasoli,Rasht,0
869,Yasaman,Kazemi,Nowshahr,1
872,Reza,Abedi,Rasht,0
877,Sanaz,Sharifi,Rasht,0
883,Arash,Mousavi,Rasht,1
884,Sara,Ghanbari,Rasht,1
886,Ahmad,Kashani,Rasht,0
887,Taras,Nasseri,Nowshahr,1
89,Arash,Poursaeed,Rasht,1
891,Ahmad,Eshghi,"Bandar Anzali",1
893,Mahmoud,Tavasoli,Rasht,0
895,Sina,Abedi,Rasht,0
897,Roxana,Mohammadi,Rasht,0
898,Hamidreza,Kazemi,"Bandar Anzali",1
900,Somayeh,Tavasoli,Rasht,1
901,Saeed,Azizi,"Bandar Anzali",0
902,Sohrab,Kashani,Rasht,0
905,Somayeh,Sharifi,Rasht,1
906,Mina,Salehi,Nowshahr,1
907,Saeed,Sadeghi,Rasht,1
913,Navid,Khani,Nowshahr,1
915,Sahar,Abedi,Nowshahr,1
917,Taras,Hosseini,"Bandar Anzali",0
918,Kamran,Anzali,Nowshahr,1
919,Saeed,Zarei,Rasht,1
920,Taras,Salehi,Rasht,0
923,Zahra,Ebrahimi,Rasht,1
924,Ladan,Bagheri,Rasht,0
925,Arezoo,Mirzai,"Bandar Anzali",0
926,Khatereh,Vafaei,Rasht,1
93,Sara,Vafaei,Rasht,1
936,Reza,Rahimi,"Bandar Anzali",1
937,Mahsa,Afshar,Nowshahr,0
943,Mehdi,Zand,Rasht,0
944,Fatemeh,Farhadi,Nowshahr,0
945,Mahsa,Shahidi,Nowshahr,1
947,Aida,Khosravi,Nowshahr,1
948,Saman,Tavasoli,Rasht,0
95,Hoda,Mousavi,Nowshahr,1
954,Babak,Rashti,"Bandar Anzali",0
956,Sepideh,Javadi,Rasht,0
958,Hamid,Karimi,Nowshahr,0
959,Saeed,Najafi,Nowshahr,0
960,Niloufar,Habibi,Rasht,1
961,Babak,Mousavi,Nowshahr,1
962,Atousa,Nasseri,Rasht,1
964,Zahra,Kashani,Rasht,0
969,Pariyan,Hashemi,Nowshahr,0
970,Khatereh,Ranjbar,Rasht,0
974,Ali,Bagheri,"Bandar Anzali",1
977,Bahar,Sharifi,Rasht,0
985,Amir,Taheri,"Bandar Anzali",1
986,Saman,Fathi,Rasht,1
987,Pariyan,Poursaeed,Rasht,0
988,Maryam,Moghadam,Rasht,1
989,Monir,Bagheri,Nowshahr,1
993,Pariyan,Gholami,Rasht,0
994,Ladan,Danesh,Rasht,0
996,Sina,Abbasi,Rasht,0
998,Kamran,Moradi,Rasht,1
999,Atousa,Soleimani,"Bandar Anzali",0
